"","index","pvalAdjspear","pvalunoneadjspear","estimatespearn"
"1",1,-0.0916480785587668,0.829119660744492,NA
"2",2,0.0504644255939018,0.905539723836644,NA
"3",3,-0.187460758221989,0.656658839363484,NA
"4",4,-0.330809442116513,0.42349924890335,NA
"5",5,-0.0410735139055909,0.923073733084733,NA
"6",6,0.0983075543840537,0.816857493671536,NA
"7",7,-0.698883323658573,0.0537700092850899,NA
"8",8,-0.207615195876959,0.621763179699681,NA
"9",9,0.181926665848057,0.666339372890788,NA
"10",10,-0.111640176627772,0.792407453751061,NA
"11",11,-0.236146601448868,0.573410695812608,NA
"12",12,0.254517247520814,0.542988872504461,NA
"13",13,0.0261185826652792,0.95104992492472,NA
"14",14,-0.554206588782057,0.154033803696583,NA
"15",15,-0.116508904048088,0.783514666456475,NA
"16",16,-0.279837162799599,0.502053959134832,NA
"17",17,-0.0443421929977513,0.916967307535211,NA
"18",18,-0.434290312616082,0.28230060951241,NA
"19",19,-0.271927543046845,0.514712752428518,NA
"20",20,-0.0553393878634543,0.896450295615719,NA
"21",21,0.0504798224153033,0.905511001693198,NA
"22",22,-0.0524661030421669,0.901806436489478,NA
"23",23,-0.114603040099131,0.786993361404447,NA
"24",24,-0.179694748289084,0.670255061727676,NA
"25",25,0.0697453868905912,0.869650869177712,NA
"26",26,0.239398041526053,0.567984102480128,NA
"27",27,0.121690971177425,0.774072026811072,NA
"28",28,-0.553116154081886,0.155017005364009,NA
"29",29,-0.374371387719821,0.360882993298402,NA
"30",30,-0.185380490110679,0.6602929447672,NA
"31",31,0.408882949629723,0.314507731111322,NA
"32",32,-0.417473421928227,0.303430763805523,NA
"33",33,0.200538597728569,0.633949512159876,NA
"34",34,0.41554036522559,0.305906785921236,NA
"35",35,0.0946824061667548,0.823528641015627,NA
"36",36,0.339816726385657,0.41019499054425,NA
"37",37,-0.128466598648187,0.761762218518335,NA
"38",38,-0.111477172297523,0.792705526792547,NA
"39",39,-0.821323399804335,0.0124180146501364,NA
"40",40,-0.385834448116862,0.345151982734791,NA
"41",41,-0.173886361793604,0.68047559269129,NA
"42",42,-0.0256963780065472,0.95184049630778,NA
"43",43,0.205385463076607,0.625594973614819,NA
"44",44,0.527769340897002,0.178833811866358,NA
"45",45,-0.2472789455793,0.554905685624195,NA
"46",46,0.0683343346855312,0.872271429617566,NA
"47",47,-0.0129064318327093,0.975803127556331,NA
"48",48,-0.129494241856365,0.759898963889762,NA
"49",49,-0.340128012643001,0.409738452332053,NA
"50",50,-0.327934820604006,0.427783133570259,NA
"51",51,-0.193761513672912,0.645687858207906,NA
"52",52,-0.403128506406152,0.322033338171914,NA
"53",53,0.101047977585118,0.811820803814766,NA
"54",54,-0.215004803968111,0.609117499299592,NA
"55",55,0.0441111052148641,0.917398903756176,NA
"56",56,0.137971236637717,0.744568218772016,NA
"57",57,0.149936218236621,0.72305454543692,NA
"58",58,-0.246828885014315,0.555649681346652,NA
"59",59,-0.537968923132766,0.169028333845388,NA
"60",60,0.193140475751336,0.646766780251776,NA
"61",61,0.315088895583956,0.447146597799531,NA
"62",62,-0.205642357610538,0.625153125324683,NA
"63",63,-0.122556146732536,0.772497849644806,NA
"64",64,0.110529418945774,0.7944390415105,NA
"65",65,0.0618606902684007,0.884306772398308,NA
"66",66,0.33100095090225,0.423214501660299,NA
"67",67,0.0947338808373748,0.823433849651492,NA
"68",68,-0.267544945179665,0.521777849887333,NA
"69",69,-0.130845351579702,0.757450756961357,NA
"70",70,0.0887817747437391,0.834406848902483,NA
"71",71,-0.610211397586337,0.108147680505797,NA
"72",72,-0.476873028343303,0.23217098910239,NA
"73",73,-0.183119684074504,0.664249025473921,NA
"74",74,-0.215170827732097,0.60883434119323,NA
"75",75,0.255859171885515,0.540789797823295,NA
"76",76,0.141266659260645,0.738627860771503,NA
"77",77,0.398375689976843,0.328312283732457,NA
"78",78,-0.12713994722828,0.764169093759671,NA
"79",79,0.476514673242158,0.232572232100628,NA
"80",80,0.376458922475504,0.357994407742662,NA
"81",81,0.00899160735568395,0.983141644889163,NA
"82",82,-0.367354540278877,0.370669305871393,NA
"83",83,-0.0910369439890866,0.830246496611096,NA
"84",84,0.265701066914883,0.524761051469336,NA
"85",85,-0.543557420456591,0.163782180739744,NA
"86",86,0.18395683040949,0.662783346409651,NA
"87",87,0.179390984548482,0.670788490510194,NA
"88",88,0.262700733056863,0.529628719526574,NA
"89",89,-0.278801612277793,0.503704461438539,NA
"90",90,-0.285210633377017,0.493522956372064,NA
"91",91,0.191711725659805,0.649250970754992,NA
"92",92,-0.0192027266134186,0.964003737750504,NA
"93",93,0.105278984530669,0.804055650218042,NA
"94",94,0.620243756912916,0.10088190082947,NA
"95",95,-0.0222851965065624,0.958229088859989,NA
"96",96,0.124879288581981,0.768274285111094,NA
"97",97,0.57374961898841,0.136993850774601,NA
"98",98,-0.18469460185769,0.661492427573189,NA
"99",99,0.0487236429195024,0.908787653558489,NA
"100",100,-0.316667067456339,0.444748572328545,NA
"101",101,0.112417321911437,0.790986652649,NA
"102",102,-0.658140418136252,0.0760230455345123,NA
"103",103,-0.232590312453358,0.579366312353442,NA
"104",104,-0.3293539315465,0.425666038958303,NA
"105",105,-0.0170148823543087,0.968103252443765,NA
"106",106,-0.182085705055156,0.666060603548829,NA
"107",107,-0.193386276006697,0.646339689893625,NA
"108",108,-0.0980907884753773,0.817256128952248,NA
"109",109,-0.0956321157059601,0.82178003812144,NA
"110",110,-0.0666400263539776,0.875419384287583,NA
"111",111,0.410228642399202,0.312760021124418,NA
"112",112,-0.159575752586153,0.705836041003266,NA
"113",113,0.457960738488326,0.253828702170287,NA
"114",114,-0.152133276958981,0.719120863014441,NA
"115",115,-0.32026462435573,0.439302026601576,NA
"116",116,-0.307410190364447,0.458889624696282,NA
"117",117,-0.559084075256541,0.149677892579971,NA
"118",118,0.337647053275374,0.413383132639675,NA
"119",119,0.191619039638134,0.649412223277106,NA
"120",120,0.557849362133561,0.150774091261236,NA
"121",121,0.0574142141452582,0.892584689218996,NA
"122",122,-0.0932244762662552,0.826214210976652,NA
"123",123,0.593139153898999,0.121176942154719,NA
"124",124,-0.230974255394148,0.582079590578031,NA
"125",125,0.209752937590583,0.618096427134581,NA
"126",126,0.113024865127964,0.789876273295771,NA
"127",127,-0.209334191197444,0.618814140855164,NA
"128",128,-0.544001377878214,0.163369263651659,NA
"129",129,0.0800458177590604,0.850553959635043,NA
"130",130,-0.16181961145945,0.70184329635907,NA
"131",131,-0.357536642312372,0.384558819110789,NA
"132",132,-0.310862674977494,0.453594372226249,NA
"133",133,0.286249074673633,0.49188082610387,NA
"134",134,-0.15543457030425,0.713220263625139,NA
"135",135,0.149347472162221,0.724109559284159,NA
"136",136,-0.156336593915631,0.711610168814331,NA
"137",137,0.057880552604576,0.891716106528897,NA
"138",138,-0.146300162791958,0.729576274004526,NA
"139",139,-0.385178900541803,0.346042940358354,NA
"140",140,0.137347728475451,0.745693407969405,NA
"141",141,-0.130328129061811,0.758387755624978,NA
"142",142,-0.315624586348523,0.446332022576924,NA
"143",143,0.00747487593248184,0.985985129679721,NA
"144",144,0.114200670804391,0.787728185081181,NA
"145",145,-0.388169996320203,0.341986339851599,NA
