,Hip25,Hip17,Hip28,Hip19,Hip18,Hip20,Hip27,Hip26,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29
75,-0.06195387,-0.440755785,-0.331602388,-0.732698938,-0.261507222,-0.310041568,-0.362812512,-0.215655021,-0.557991448,-0.389049394,-0.474301023,-0.657183491,-0.019416038,-0.564932408,-0.854226292,-0.075770051
76,-0.132043399,0.037830778,-0.226554151,-0.51371843,-0.280466794,-0.299096943,-0.44053437,0.018119,-0.235838083,-0.049242422,0.063055363,-0.336651606,-0.187161408,-0.374629617,0.032019094,-0.258964054
77,-0.15470666,-0.086429013,-0.541444568,-1.162103758,-0.460371348,-0.364994239,-0.816672698,-0.234629609,-0.54915091,-0.471367258,-0.291720629,-0.67540017,-0.162453243,-0.775432263,-0.731402088,-0.224319147
78,-0.407911968,-0.268476946,-0.268731828,-0.215644911,0.136748446,-0.48795849,-0.244687355,-0.173111576,0.202467446,-0.351136661,0.497816659,0.575126233,-0.07685752,0.11371818,0.332934495,-0.375226855
79,-0.228797078,0.11319514,0.130712209,1.405197831,-0.195538615,0.058095232,0.736708605,0.108846869,-0.195557657,0.470467017,-0.185441536,0.032947146,0.427357183,0.263087906,0.291966421,-0.015538696
80,-0.252193039,-0.14492773,-0.494495895,-0.947115094,-0.401284256,-0.034326701,-0.514171348,-0.190901023,-0.384903909,-0.241044574,-0.345470464,-0.629254588,-0.041794025,-0.615992003,-0.58843348,-0.122459934
81,0.233131817,0.164149535,-0.128267784,-0.376179671,-0.114932258,-0.590049409,-0.428197092,0.085682824,-0.103430818,-0.075600604,0.131092097,0.143773545,-0.01839749,-0.301331951,0.32025789,-0.055144252
82,0.045403441,-0.022088276,-0.066798463,-1.008563115,0.731458199,0.609306959,-0.386310911,-0.10222829,0.265491954,-0.181213024,0.345469657,0.372326561,-0.154282146,-0.016556717,-0.936312026,-0.478132494
83,-0.051340082,0.073006707,-0.170767337,-0.497147843,-0.177790351,-0.834448079,-0.788045294,0.005642451,-0.406932146,-0.511241332,-0.025701336,-0.422043087,-0.106912261,-0.744191065,-0.208051936,-0.072379042
84,-0.107975998,-0.03740643,-0.273094606,-0.905750639,0.007317989,-0.085310588,-0.558350753,-0.10249951,-0.296667141,-0.309937029,-0.309488961,-0.673051619,-0.318308314,-0.611571763,-1.220430496,0.090015418
85,0.146298784,-0.007787196,0.084900544,0.146538531,-0.024556503,-0.108346543,-0.157518802,-0.118543908,0.246655936,0.234513253,0.347772413,0.154384521,-0.104597619,-0.00323183,0.173135219,-0.236943662
86,-0.425461294,-0.27336438,-0.516702382,-0.719054809,-0.451008002,-0.488660454,-0.558911125,-0.290770066,0.183501422,0.282206573,0.475763423,0.085841216,0.067366847,0.317659549,-0.016544525,0.21759935
87,0.012634555,-0.083110923,-0.184045322,-0.626795101,-0.418197299,-0.426490508,-0.890239598,-0.033786153,-0.602806782,-0.390568885,-0.200045636,-0.716024249,-0.113076507,-0.704853526,-0.190865026,0.049964253
88,-0.478264012,0.588482414,0.297227763,0.94286941,-0.386895753,-0.248574011,0.268214731,0.299522255,-0.147429185,0.322791557,-0.230452236,-0.263321259,0.658275371,-0.138480215,0.289457834,0.113994645
89,0.28753657,-0.022657604,0.085889387,-0.127627112,0.218120908,0.241222077,0.044719112,0.058942836,0.019070409,0.315067779,0.252710441,0.075558058,-0.252763061,0.038131391,-0.121370996,-0.007675442
90,0.218822798,0.175719328,-0.048638705,-0.033302535,-0.133012858,-0.278776211,-0.241686758,0.018037139,0.060933138,-0.053912056,0.222875175,0.088606919,0.086999272,-0.23486101,0.195318147,-0.242894864
91,0.526676881,0.171288877,-0.093051934,-0.199694994,0.424781488,0.226664612,0.093933923,-0.2009507,0.105601818,0.160635106,0.090309513,-0.411640861,0.022812867,-0.065206351,-0.257048017,0.194719077
92,0.148691946,-0.073256442,0.049082438,-0.183134814,-0.146509379,-0.080630752,-0.380611924,-0.04225695,-0.171423056,-0.011925357,-0.018760042,-0.093458013,-0.083230869,-0.420937908,0.165490029,-0.010848257
93,-0.350661768,-0.335718256,-0.572659285,-1.104460666,-0.536939687,-0.625718939,-1.028492142,-0.283555685,-0.388138461,-0.273512804,0.02919654,-0.468263322,0.057576574,-0.586767222,-0.303534755,0.189676904
94,-0.049430393,0.024045632,0.131213031,0.327187882,0.097167415,0.115824867,0.3386477,-0.006886869,0.171194033,0.170771791,0.055652071,0.186684108,0.202540481,0.264967911,0.25927485,0.114712482
95,0.152519459,0.17443865,-0.204147026,-1.274112129,0.288260965,0.626303994,-0.522465831,0.120201276,-0.256974047,0.051627003,-0.090511814,-0.32043304,-0.416665407,-0.610660916,-1.149309133,0.023343969
96,-0.178956902,-0.167576504,-0.640268004,-1.139956449,-0.545416841,-0.526513266,-1.220445834,-0.359659082,-0.729448808,-0.34998093,-0.156239806,-0.738140444,-0.169857323,-0.939020995,-0.319710803,-0.220342092
97,-0.058985737,0.060241477,0.090726594,0.266666629,0.072303836,-0.194595609,0.252482273,-0.063860802,0.268753935,0.231916138,0.200457797,0.28341471,0.088276132,0.229993052,0.216230366,-0.046676086
98,-0.520092028,-0.178372283,0.13781052,0.931559987,-0.335487025,-0.284933075,0.6095995,-0.094888322,0.158321023,-0.210713262,0.13266377,0.122175173,0.234389238,0.641394197,0.733491073,0.18953418
99,0.416352371,-0.01620108,-0.146290812,-0.225347244,-0.3254154,-0.234723848,-0.398520542,-0.033440187,-0.234020421,0.072134567,0.199638608,-0.124086255,-0.162629887,-0.332196343,0.158354712,-0.401145779
100,-0.400382821,-0.149468,-0.068119373,0.310278096,-0.402640692,-0.495408974,-0.004701237,-0.09279774,-0.01948253,-0.216384291,0.177715689,-0.035374896,0.062988872,0.152357536,0.442097503,0.059379575
101,-0.459103356,0.446253497,0.299961361,0.379991723,-0.339752692,-0.192353858,0.053920517,0.445102208,-0.044496857,0.447245513,-0.019083017,-0.325078795,0.499596383,-0.099292167,0.116491783,0.200534006
102,-0.413064413,-0.378261788,-0.207729868,0.240556114,-0.163638258,-0.949007383,-0.227927811,-0.611408568,0.083932243,-0.28664831,-0.250172789,-0.302243033,-0.290585142,-0.065886417,-0.253000541,-0.50317533
103,0.285820735,0.190188224,-0.26814964,-1.451186494,0.266014665,0.251023134,-0.944203355,0.07465336,-0.284552081,0.074839161,0.148876191,-0.339263176,-0.583334216,-0.781058849,-1.216072718,-0.111163349
104,-0.087468437,-0.005337008,-0.102987311,-0.06509386,0.080435813,0.463117977,0.200680505,-0.035714834,-0.10453782,-0.170188524,-0.377892226,-0.363324576,-0.031436449,-0.335160983,-0.30754726,0.055541305
105,0.163937673,0.106986482,-0.361607521,-1.206390945,0.115700921,0.261716713,-0.885359738,-0.012552991,-0.245621782,-0.098943295,-0.044568048,-0.301880576,-0.245254494,-0.699064781,-0.96305177,-0.026582571
106,-0.159082024,-0.040530719,-0.102334638,-1.046096507,-0.048644858,-0.47573352,-0.746081438,0.050165299,-0.172049375,-0.049604984,0.217379776,-0.327183796,-0.050822915,-0.474503785,-0.068812985,0.202217054
107,-0.261142032,0.006653271,-0.259138322,0.079274215,-0.457792114,-0.18845641,0.027243418,0.223352935,-0.083387703,-0.032715207,0.256478541,-0.172438673,0.09711955,-0.025682422,0.336602446,-0.209128289
108,0.3039659,0.26793966,-0.187781367,-1.25248433,0.268956909,0.471187609,-0.434850381,0.176439289,-0.04514231,0.293326267,0.136375349,-0.030166545,-0.298688393,-0.401778158,-0.921543986,-0.057998318
109,-0.266707544,0.012875894,0.224052482,1.451265581,0.052736539,0.211414893,0.895556122,0.027298098,-0.167005895,0.250514557,-0.308083157,0.179676731,0.229404596,0.443655618,0.410491011,-0.148884602
110,-0.050755185,0.054123171,0.086842302,0.591559859,0.090637235,0.390032096,0.509516854,0.046795247,0.51911227,0.416215676,0.428633247,0.310250507,0.045379845,0.45744261,0.354369226,-0.004895328
111,0.030468527,0.25877475,-0.097502526,-0.59163211,-0.163311762,-0.23841557,-0.035068823,0.153187025,0.178752144,0.195135381,0.138817625,0.284041014,0.156526827,0.027757274,0.051391649,0.127750838
112,-0.031152769,-0.044136599,-0.263964597,-0.239008814,-0.262157726,0.234863907,-0.338289537,-0.120888413,-0.208925923,-0.274526426,-0.215235313,-0.324694277,-0.092777873,-0.399689216,-0.11264288,-0.129955581
113,-0.498588264,-0.41351152,-0.381521453,-0.084287789,-0.384171987,-0.494584154,-0.093411705,-0.422587532,-0.27678355,-0.337967053,-0.39960635,-0.43431285,-0.264541139,-0.100733377,-0.238639947,-0.315109043
114,-0.165002979,-0.102893062,-0.195714061,-0.634573599,-0.261367875,-0.556285378,-0.446409739,-0.133011286,-0.411728041,-0.54839366,-0.047859242,-0.438240456,-0.118187243,-0.500334638,-0.249688367,-0.347989687
115,0.046577382,-0.013990473,-0.086655633,-0.514570801,0.176384147,0.354070484,-0.374107511,-0.036338927,-0.390303984,-0.145633459,-0.192470031,-0.477608398,-0.402028354,-0.507281074,-0.890334826,-0.080853179
116,0.422518502,0.173495402,0.207871219,-0.513219102,0.600692272,0.465162293,0.078987181,0.297906042,0.236760699,0.268782037,0.176417779,0.048071435,-0.282717287,0.016162795,-0.741066313,-0.039143762
117,0.424565947,0.245250589,0.028131008,-1.153751909,0.525527489,0.492943889,-0.317578113,0.39836648,-0.103926574,0.190926619,-0.015572858,-0.098569668,-0.357096923,-0.386249825,-1.063236545,-0.168054
118,-0.350640649,-0.366776702,-0.113989468,-0.51485408,-0.647708123,-0.366535776,0.000271186,-0.223106483,-0.498656625,-0.559043834,-0.366359135,-0.466014152,0.074145546,-0.164861445,-0.291560747,0.072485441
119,0.279682728,0.233091285,0.073148172,-0.682516207,-0.361190191,-0.339927418,-0.929357201,0.014347468,-0.598736396,-0.310332214,-0.166673904,-0.707839047,-0.288672234,-0.975975829,-0.244785925,-0.119443479
120,0.161420318,0.175843358,0.160582446,0.401089854,0.029871894,-0.045047009,0.345910262,0.102963431,0.26114694,0.356689172,0.319792187,0.324969678,0.281710341,0.472687746,0.331824781,0.022076195
121,0.262679288,0.160822723,-0.168667129,0.000606659,-0.194913795,-0.288397526,-0.344177703,0.093672301,-0.202273655,0.022244614,0.268917721,0.085829822,-0.125667645,-0.332103015,0.523624086,-0.335271543
122,0.284902514,0.059903416,-0.009644762,-0.405072117,0.242807982,0.049529596,-0.245712993,0.18121611,0.626753354,0.400186444,0.357288732,-0.209921715,0.127564718,0.052539707,-0.192827071,0.106181961
123,0.067359201,0.125199766,0.179461238,0.342586182,0.140177368,0.068499281,0.343220288,0.091772339,0.191514732,0.142943912,0.138213534,0.199221741,0.153793071,0.292528547,0.203608143,0.101325759
124,0.235007893,0.150909862,-0.255239433,-1.099945835,0.247188906,0.303615402,-0.921936741,0.00939632,-0.300611441,-0.047328599,-0.032748545,-0.431856878,-0.492727828,-0.789902416,-1.075168429,-0.04147429
125,0.028427798,-0.189492132,-0.156996942,-1.266756262,-0.176571331,-0.375129011,-0.856847455,-0.101281952,-0.42848285,-0.101339138,-0.062710697,-0.846547336,-0.123958631,-0.458617716,-0.517368934,0.342363144
126,0.122916463,-0.229454707,-0.23926045,-0.953194258,-0.231752313,-0.514461435,-0.734868183,-0.123525158,-0.47273073,-0.184300698,-0.132006339,-0.847384077,-0.211427936,-0.509185228,-0.443786461,0.056972595
127,0.305325695,0.336154858,-0.382991022,-0.725892887,-0.220411135,-0.435271217,-0.635126876,0.038056528,-0.147924508,-0.08839578,0.295107885,-0.114592414,-0.105586476,-0.453952876,-0.276594568,-0.340705517
128,0.002897884,0.165194069,-0.159815295,-0.710677141,0.398258226,0.52915766,0.0650663,0.148890686,-0.006460926,0.144426616,0.010009477,0.235491857,-0.05539383,0.207441371,-0.827647733,-0.242806369
129,-0.194903886,-0.291677532,-0.496644769,-0.801910166,-0.324964957,-0.703950285,-0.991356964,-0.182015218,-0.364593105,-0.328074146,-0.193848137,-0.572376034,0.031233499,-0.563235893,-0.211123837,0.052847802
130,0.582133494,0.20233474,-0.138621939,-0.547934946,0.171919934,-0.383144113,-1.025698113,0.275890078,-0.014112744,-0.212377036,0.122620079,-0.115992482,-0.129346419,-0.613896165,0.059534963,-0.071681831
131,0.225680625,0.274558661,-0.081809221,-0.97091656,0.374556715,0.578956812,-0.405034586,0.04546288,-0.119687452,0.292388639,0.043082769,-0.037857686,-0.353365421,-0.355019072,-1.141669942,-0.242197771
132,0.201507548,0.156006961,0.196641346,0.589668859,0.280080724,-0.1183589,0.196086488,0.153324896,0.290416282,0.035519124,0.081325777,0.412593204,0.239012782,0.340100622,0.538723524,-0.223007793
133,0.357554197,0.194748899,0.037719515,0.266758262,0.2025883,0.126464389,-0.260309089,0.244492384,-0.49006826,-0.157407728,-0.042559309,-0.0418333,0.104294463,-0.400743131,0.376297579,-0.077379069
134,0.17623621,0.26093286,0.069939208,0.349154148,-0.02441434,-0.253092533,0.178416275,0.194444431,0.324885331,0.165224746,0.418536534,0.30913639,0.111694654,0.076168412,0.621444781,0.046476647
135,0.380432738,0.43267183,0.398758405,-0.486537515,-0.25279481,-0.271355384,-0.954792736,-0.008440186,-0.6288955,-0.272386298,-0.136104644,-0.561306433,-0.376183474,-1.275932268,-0.148905241,-0.075418163
136,0.39142758,0.324080154,-0.227101942,-0.776235258,0.03841474,-0.289998715,-0.664612912,0.185961836,-0.209350296,0.114615125,0.354454592,-0.054598827,-0.183160843,-0.402530802,-0.133856798,-0.070579466
137,0.471362069,0.449246732,0.01207912,-0.522009824,-0.207394682,-0.203047713,-0.846536065,-0.008707652,-0.559146476,-0.148646207,-0.066712541,-0.411404197,-0.459207768,-1.128811639,-0.18643934,-0.137458897
138,0.381477169,0.342699554,-0.187697451,-1.050549531,0.228757094,0.166465501,-0.506862627,0.167339168,-0.023780273,0.042858491,0.133156218,0.050922912,-0.221101916,-0.445357365,-0.554716777,-0.216122872
139,0.227818985,0.487035483,0.061604333,-0.4698476,0.201254423,0.163442861,-0.278635253,0.210888006,0.111409894,0.33494831,0.235519528,0.054187106,-0.030756203,-0.359455746,-0.722829178,0.090798621
140,-0.341824199,-0.178827276,-0.360322816,-0.129424187,-0.321084748,0.108017565,-0.313327082,-0.128590291,-0.248785754,-0.325204726,-0.28443005,-0.413075215,-0.019283003,-0.358994978,-0.082259486,-0.112874357
141,-0.125305152,-0.195089545,0.337524885,0.4394626,0.312371146,0.369714807,0.56816104,0.043132051,0.215804294,0.048385,-0.224007918,0.11683749,0.176965545,0.544348019,0.102884077,0.366701597
142,0.015628849,-0.15962345,0.168430098,0.576934691,0.200316786,0.031741307,0.307544806,0.126750348,0.261099253,-0.019867029,-0.029920573,0.243918851,0.075977199,0.181216504,0.272184888,0.075425558
143,0.041817501,0.027166188,0.360347566,0.493032355,0.09267569,0.150289839,0.202799404,0.12045542,-0.342664015,0.073420376,-0.287309976,-0.570748971,0.06324531,0.076323495,0.39358401,0.300354825
144,-0.220959466,-0.108255534,0.030043426,-0.366506634,-0.105232228,0.06831211,0.096532178,-0.017679665,-0.001646664,-0.158148876,-0.214920566,-0.112042592,0.187292842,0.018965674,-0.131945212,0.114777352
145,0.046173765,0.000289978,0.304124793,0.683717003,0.1161732,0.206164729,0.689157301,0.056760098,0.364596672,0.145797105,0.014287945,0.404996683,0.16509915,0.559833175,0.348893427,0.062690753
